2022-01-27 07:39:04,579 DEBUG   SenderThread:36345 [sender.py:send():160] send: final
2022-01-27 07:39:04,580 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: defer
2022-01-27 07:39:04,580 DEBUG   SenderThread:36345 [sender.py:send():160] send: footer
2022-01-27 07:39:04,581 INFO    HandlerThread:36345 [handler.py:handle_request_defer():134] handle defer: 8
2022-01-27 07:39:04,581 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,581 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: defer
2022-01-27 07:39:04,581 INFO    SenderThread:36345 [sender.py:send_request_defer():255] handle sender defer: 8
2022-01-27 07:39:04,677 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:04,677 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,677 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:04,779 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:04,780 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,780 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:04,883 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:04,883 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,883 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:04,986 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:04,987 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:04,987 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:05,090 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:05,090 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:05,090 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:05,193 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:05,194 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:05,194 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:05,297 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: poll_exit
2022-01-27 07:39:05,297 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:39:05,297 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: poll_exit
2022-01-27 07:39:05,300 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: get_summary
2022-01-27 07:39:05,303 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: sampled_history
2022-01-27 07:39:05,307 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: shutdown
2022-01-27 07:39:05,307 INFO    HandlerThread:36345 [handler.py:finish():624] shutting down handler
2022-01-27 07:39:05,580 INFO    WriterThread:36345 [datastore.py:close():258] close: /workspace/graph-neural-pde/src/wandb/run-20220127_073747-alpha=2.0_T=128.0/run-alpha=2.0_T=128.0.wandb
2022-01-27 07:39:06,298 INFO    SenderThread:36345 [sender.py:finish():884] shutting down sender
2022-01-27 07:39:06,300 INFO    MainThread:36345 [internal.py:handle_exit():78] Internal process exited
